Text,Start Time,Duration
list but let's get rid of this list,10809.3,3.92
and let's come here and let's call load,10813.859,6.241
jobs from DB,10817.46,5.04
and,10820.1,6.9
oops now for the jobs input let us,10822.5,7.02
provide jobs so we're saying jobs equals,10827.0,4.02
jobs basically what we're saying is,10829.52,4.56
inside the template home.html when you,10831.02,6.24
try to access the word jobs then you,10834.08,5.52
should be using the variable jobs that,10837.26,4.5
is defined here okay so don't let this,10839.6,4.86
notation confuse you this is the name,10841.76,4.04
that is going to be used inside,10844.46,4.2
home.html and this is the name that is,10845.8,5.08
the variable that you want to supply as,10848.66,4.56
the information so for example you can,10850.88,4.14
call it jobs list and then you would,10853.22,4.62
have to put jobs list here okay but just,10855.02,4.14
to keep it simple I'm going to call it,10857.84,3.36
jobs equals jobs,10859.16,4.14
and the company name is Joven so let's,10861.2,5.64
retain that okay so now I have just made,10863.3,5.22
a major change to my application I've,10866.84,3.8
actually removed all the,10868.52,4.86
hard-coded data and I am loading that,10870.64,4.78
information from a cloud-based database,10873.38,4.38
so now if I scroll down here you can see,10875.42,3.96
that there are two positions data,10877.76,4.559
analyst and data scientist and those are,10879.38,5.04
exactly the positions that we have,10882.319,3.781
entered into our database which we can,10884.42,4.62
verify in the MySQL workbench as well,10886.1,4.259
okay,10889.04,4.439
so I think that's pretty good it took,10890.359,4.981
some work but once you know how to do it,10893.479,5.041
the first time it is exactly the same,10895.34,5.099
thing each time or the entire code that,10898.52,4.14
we had to write was maybe just 11 lines,10900.439,4.021
of code and then we were able to create,10902.66,3.779
this helper function and you know what,10904.46,3.18
I'm just going to move this helper,10906.439,4.261
function inside database.pi so that,10907.64,6.679
I don't even have to worry about,10910.7,3.619
making sure my routes and functions are,10914.779,3.66
separated so I'm just going to put this,10916.76,2.46
here,10918.439,4.5
and let me put text back here and now in,10919.22,6.059
app.pi instead of importing something,10922.939,4.021
from SQL Alchemy or importing the engine,10925.279,5.101
I can just say load jobs from DB okay so,10926.96,5.64
this is good encapsulation good coding,10930.38,4.14
practice that all your database related,10932.6,4.14
logic is going to be here inside,10934.52,5.4
database dot pi and it simply has this,10936.74,5.28
function load jobs from DB which you can,10939.92,5.16
use inside app.pi,10942.02,6.419
okay so that I think was a good first,10945.08,5.46
step so now what we have done is we have,10948.439,4.261
connected to the database from replit,10950.54,4.92
using SQL Alchemy and then we also went,10952.7,4.68
ahead and we displayed the list of jobs,10955.46,5.46
from the cloud DB using SQL Alchemy,10957.38,7.38
so just to recap we started by,10960.92,5.76
creating a copy of the GitHub project,10964.76,4.26
that we had the last time and then we,10966.68,4.139
opened it up on replit and we also,10969.02,4.259
deployed it to render.com,10970.819,4.141
that was pretty straightforward just,10973.279,3.841
repeating what we had done the last time,10974.96,4.92
then we set up a cloud mySQL database on,10977.12,4.5
planetscale.com so we went to,10979.88,3.899
planetscale.com created a new database,10981.62,3.48
and then we,10983.779,3.841
used the credentials from the planet,10985.1,5.219
scale setup to connect to the database,10987.62,5.04
so we connected to the database from the,10990.319,5.04
MySQL workbench and we created a jobs,10992.66,4.68
table and this was the code used to,10995.359,4.381
create the jobs table and then we added,10997.34,4.62
data into it in the MySQL workbench,10999.74,5.3
using insert statements but also using,11001.96,6.6
the user interface not only can you add,11005.04,5.14
data you can also update data and you,11008.56,3.24
can also delete information for example,11010.18,3.299
I can click delete here and then click,11011.8,4.08
apply and that can delete information as,11013.479,3.601
well,11015.88,3.72
then we saw how to collect connect to,11017.08,4.68
the database from replit using SQL,11019.6,5.28
Alchemy so we created we imported the,11021.76,5.219
SQL Alchemy Library we created a,11024.88,4.68
database connection string and then we,11026.979,6.481
created an engine and finally we created,11029.56,6.24
a helper function to connect to the,11033.46,4.56
engine and execute the statement select,11035.8,5.4
star from jobs and finally get the,11038.02,5.64
result and convert the rows of the,11041.2,4.619
result into dictionaries and create a,11043.66,3.84
list of dictionaries which would just be,11045.819,4.261
the list of jobs and pass that into app,11047.5,5.88
dot pi and now instead of having a list,11050.08,5.1
of dictionaries that we had hard coded,11053.38,3.84
put into our code we are now getting the,11055.18,3.84
list of dictionaries from the database,11057.22,3.66
and I'm going to change this here as,11059.02,5.18
well into this other API which was using,11060.88,5.64
jsonify and I'm going to do the same,11064.2,6.1
thing load jobs from DB and jsonify jobs,11066.52,6.48
and now if I go back here and open the,11070.3,6.059
site and go to slash API jobs see this,11073.0,5.819
other API this this other route is at,11076.359,4.441
slash API slash jobs so I'm going to,11078.819,5.46
open slash API slash jobs,11080.8,5.519
and you can see here that this is the,11084.279,5.341
Json format of the information here,11086.319,6.801
which is the exact same thing,11089.62,3.5
except on the main page we are taking,11094.66,4.98
that Json data and we are displaying it,11097.3,4.92
but here we are just displaying it as,11099.64,5.639
plain Json okay and of course how do we,11102.22,5.52
put the data from the jobs dictionary,11105.279,4.321
how do we actually display that data,11107.74,4.079
here all of that is done inside this,11109.6,5.52
template home.html so inside home.html,11111.819,4.801
we have this,11115.12,4.38
for Loop so we say for job in jobs so we,11116.62,5.04
get each dictionary out so we get each,11119.5,4.979
dictionary out from the list of jobs and,11121.66,5.18
then we pass that information into job,11124.479,6.061
item.html and job item.html contains,11126.84,6.639
information here like it it extracts a,11130.54,5.58
job title so it is going to take this,11133.479,4.201
dictionary here,11136.12,3.239
and it is going to extract the title,11137.68,3.84
which is data analyst and it is going to,11139.359,5.58
put that title here inside an H4 tag,11141.52,5.16
then it is going to extract the location,11144.939,4.741
and display the location here and it is,11146.68,5.34
going to extract the salary and display,11149.68,4.08
the salary here,11152.02,5.1
so that's rather nice now let's go back,11153.76,5.4
into the MySQL workbench and insert a,11157.12,3.84
third job role and let's see what,11159.16,2.64
happens,11160.96,3.42
so let's go into here let's go into,11161.8,4.2
front-end developer let's grab that,11164.38,3.86
let's put that in here,11166.0,6.68
so front-end developer is the role,11168.24,4.44
okay now let's come back here let's grab,11174.04,5.1
location the location is remote so I'm,11176.859,4.141
going to come in here I'm going to paste,11179.14,2.759
that,11181.0,4.939
let's grab the salary here,11181.899,4.04
and I'm going to come in here and paste,11187.0,5.04
that let's grab this is still in rupees,11188.979,5.581
so let's grab that and let's put that in,11192.04,4.26
here,11194.56,6.9
and then let's put this in here as well,11196.3,7.38
all right last piece is the requirement,11201.46,4.2
so responsibilities and requirements and,11203.68,3.48
let's put that in here we are not using,11205.66,3.9
these yet but we will soon enough,11207.16,5.159
okay and I have not added an ID because,11209.56,5.58
an ID will get added automatically so,11212.319,5.101
I'm just going to click apply and now,11215.14,3.42
that's going to create this insert,11217.42,3.0
statement for us and now we're going to,11218.56,5.339
apply it and looks like it's done so now,11220.42,6.18
here is the most interesting thing we,11223.899,4.801
have not made any changes to our code,11226.6,7.14
but if I go here and reload this page,11228.7,6.779
you will now see that the front-end,11233.74,3.539
developer code shows up so what's,11235.479,3.84
happening is when we visit Jovian,11237.279,3.561
Courier's website,11239.319,4.261
v2.akashness.reple.com then,11240.84,6.28
a request is sent from your browser,11243.58,6.12
to this flask server that is running,11247.12,3.6
here,11249.7,3.9
and the flask server here is listening,11250.72,4.32
for requests so that is why it's called,11253.6,3.9
a server because it listens for requests,11255.04,4.92
and it serves some information back so,11257.5,4.26
it listened for the request,11259.96,4.859
